person_index,teacher_llama31_8b,student_qwen_from_qwen,student_qwen_from_llama,student_qwen_from_both
34,1.3699999999999903,-4.109999999999999,0.0,-0.7199999999999989
35,-0.1599999999999966,-4.180000000000007,-1.5,-2.8400000000000034
36,-3.3599999999999994,-2.239999999999995,-3.3599999999999994,-3.3599999999999994
37,4.699999999999989,0.0,4.030000000000001,4.030000000000001
38,1.3499999999999943,-2.010000000000005,1.3499999999999943,1.3499999999999943
39,0.4300000000000068,2.8500000000000085,0.4300000000000068,0.4300000000000068
40,1.8599999999999994,-0.269999999999996,1.8599999999999994,1.8599999999999994
41,0.9399999999999977,-5.219999999999999,2.3100000000000023,0.9399999999999977
42,-6.709999999999994,-8.059999999999988,-6.709999999999994,-6.709999999999994
43,1.3399999999999892,-1.3500000000000085,1.3399999999999892,1.3399999999999892
44,2.010000000000005,-3.3599999999999994,5.3700000000000045,4.019999999999996
45,1.3399999999999892,2.009999999999991,1.3399999999999892,1.3399999999999892
46,-1.3699999999999903,-1.3699999999999903,3.4200000000000017,-0.6700000000000017
47,0.6700000000000017,-1.3400000000000034,1.3400000000000034,1.3400000000000034
48,2.0900000000000034,0.9500000000000028,2.0900000000000034,2.0900000000000034
49,2.010000000000005,0.0,-3.3599999999999994,-3.3599999999999994
50,0.23999999999999488,-1.4200000000000017,1.4200000000000017,1.4200000000000017
51,-0.6700000000000017,2.680000000000007,-0.6700000000000017,-3.3599999999999994
52,0.0,-2.680000000000007,0.0,0.0
53,4.480000000000004,3.3799999999999955,4.480000000000004,4.480000000000004
54,-1.3400000000000034,-0.9399999999999977,-1.3400000000000034,-1.3400000000000034
55,0.0,0.6899999999999977,4.859999999999999,2.739999999999995
56,-3.3500000000000085,-6.040000000000006,-3.3500000000000085,-3.3500000000000085
57,2.769999999999996,-0.19000000000001194,2.589999999999989,2.589999999999989
58,0.0,4.070000000000007,-1.3699999999999903,-1.3699999999999903
59,4.700000000000003,0.0,4.700000000000003,4.700000000000003
60,3.3599999999999994,-4.02000000000001,-0.6700000000000017,-0.6700000000000017
61,-4.030000000000001,1.1099999999999994,-1.3399999999999892,0.6700000000000017
62,2.6899999999999977,-6.040000000000006,1.3399999999999892,-0.6700000000000017
63,4.439999999999998,0.3299999999999983,4.439999999999998,4.439999999999998
64,0.0,-2.6799999999999926,2.6899999999999977,2.6899999999999977
65,2.6899999999999977,-1.3400000000000034,2.6899999999999977,4.029999999999987
66,3.8400000000000034,0.9200000000000017,2.8400000000000034,2.8400000000000034
67,-2.010000000000005,-6.040000000000006,-4.02000000000001,-4.02000000000001
68,1.3700000000000045,2.740000000000009,1.3700000000000045,4.109999999999999
69,6.390000000000001,4.969999999999999,6.390000000000001,6.390000000000001
70,6.039999999999992,5.3700000000000045,6.039999999999992,6.039999999999992
71,-1.4200000000000017,3.9399999999999977,-1.4200000000000017,-1.4200000000000017
72,0.0,-2.8299999999999983,-2.510000000000005,-1.4200000000000017
73,-2.6799999999999926,-6.709999999999994,-1.3400000000000034,-1.3400000000000034
74,-2.009999999999991,6.050000000000011,1.3500000000000085,0.6800000000000068
75,-4.699999999999989,-0.6700000000000017,-3.3499999999999943,-3.3499999999999943
76,-2.460000000000008,-5.820000000000007,-3.1299999999999955,-2.460000000000008
77,4.609999999999999,-1.960000000000008,0.7099999999999937,0.7099999999999937
78,2.5500000000000114,-1.3699999999999903,0.4200000000000017,2.5500000000000114
79,5.36999999999999,6.709999999999994,5.36999999999999,5.36999999999999
80,-5.1699999999999875,-12.559999999999988,-5.1699999999999875,-5.1699999999999875
81,1.4599999999999937,2.1899999999999977,1.230000000000004,-0.18999999999999773
82,-0.6800000000000068,-0.6800000000000068,-2.6899999999999977,-2.6899999999999977
83,2.019999999999996,4.030000000000001,2.019999999999996,2.019999999999996
84,4.590000000000003,8.579999999999998,6.719999999999999,4.590000000000003
85,-2.740000000000009,0.47999999999998977,0.0,0.0
86,-2.6799999999999926,-2.279999999999987,2.0200000000000102,3.3599999999999994
87,4.789999999999992,-4.800000000000011,0.0,1.3699999999999903
88,-2.009999999999991,-2.009999999999991,-3.3599999999999994,-3.3599999999999994
89,7.960000000000008,5.560000000000002,9.030000000000001,6.950000000000003
91,-1.3399999999999892,3.3500000000000085,1.3400000000000034,-2.6899999999999977
92,2.3100000000000023,0.9599999999999937,1.4200000000000017,1.4200000000000017
93,6.77000000000001,2.740000000000009,2.740000000000009,2.510000000000005
94,-1.8100000000000023,-5.439999999999998,-1.8100000000000023,-1.8100000000000023
95,-2.780000000000001,1.539999999999992,2.780000000000001,2.780000000000001
96,-2.4200000000000017,0.6800000000000068,0.27000000000001023,-5.769999999999996
97,6.730000000000004,2.3499999999999943,0.0,-3.549999999999997
98,3.1000000000000085,0.0,2.690000000000012,2.690000000000012
99,2.9200000000000017,2.240000000000009,-2.4499999999999886,-2.4499999999999886
100,-0.6700000000000017,2.680000000000007,-0.6700000000000017,-0.6700000000000017
101,-1.980000000000004,0.710000000000008,-1.980000000000004,-0.7099999999999937
102,2.6500000000000057,1.1899999999999977,1.6500000000000057,1.6500000000000057
103,3.6700000000000017,3.3999999999999915,3.6700000000000017,3.6700000000000017
104,-2.780000000000001,0.6899999999999977,-0.6999999999999886,-1.3900000000000006
105,-0.6800000000000068,-0.6800000000000068,2.0600000000000023,2.0600000000000023
106,-2.739999999999995,-4.109999999999999,-4.789999999999992,-4.789999999999992
107,-0.730000000000004,1.9200000000000017,-0.21000000000000796,-0.21000000000000796
108,-1.4200000000000017,0.0,0.0,0.0
110,-4.8700000000000045,-5.560000000000002,-2.780000000000001,-2.780000000000001
111,-0.6699999999999875,-8.719999999999999,-2.6799999999999926,-1.3399999999999892
112,4.260000000000005,0.0,2.1299999999999955,2.1299999999999955
113,-5.36999999999999,-4.699999999999989,-7.3799999999999955,-7.3799999999999955
114,2.019999999999996,-0.6700000000000017,2.019999999999996,2.019999999999996
115,4.030000000000001,6.719999999999999,1.3500000000000085,1.3500000000000085
116,0.5,2.5799999999999983,0.5,0.5
117,5.36999999999999,7.3799999999999955,5.36999999999999,5.36999999999999
118,-2.739999999999995,-6.849999999999994,-4.109999999999999,-5.480000000000004
119,-4.109999999999999,-5.480000000000004,-0.6899999999999977,-4.109999999999999
120,-1.8799999999999955,-4.170000000000002,-4.6200000000000045,-1.8799999999999955
121,1.3400000000000034,4.700000000000003,0.0,2.6899999999999977
122,3.930000000000007,2.8600000000000136,1.8500000000000085,0.46000000000000796
123,0.980000000000004,0.21000000000000796,-3.2099999999999937,-1.4200000000000017
124,0.3499999999999943,0.0,1.4199999999999875,1.4199999999999875
125,-0.6700000000000017,3.3499999999999943,1.3400000000000034,1.3400000000000034
126,2.739999999999995,0.0,6.159999999999997,6.159999999999997
127,6.710000000000008,3.3599999999999994,3.3599999999999994,1.3400000000000034
128,-2.5900000000000034,0.0,-2.5900000000000034,-2.5900000000000034
129,3.780000000000001,1.8499999999999943,3.780000000000001,3.780000000000001
130,7.530000000000001,3.4200000000000017,2.739999999999995,2.739999999999995
131,-1.4200000000000017,-0.9099999999999966,-1.4200000000000017,-1.4200000000000017
132,-1.5799999999999983,0.3299999999999983,-1.5799999999999983,-0.1599999999999966
133,-2.8400000000000034,0.0,0.0,-1.4200000000000017
134,-3.9199999999999875,-3.089999999999989,-3.9199999999999875,-5.339999999999989
135,0.0,2.010000000000005,0.0,-0.6800000000000068
136,1.3700000000000045,2.25,4.109999999999999,2.739999999999995
137,4.019999999999996,3.780000000000001,4.019999999999996,1.3400000000000034
138,2.1200000000000045,-2.259999999999991,-1.6899999999999977,1.1400000000000006
139,2.319999999999993,4.339999999999989,3.6700000000000017,3.6700000000000017
140,-5.040000000000006,-2.299999999999997,-3.9000000000000057,-3.9000000000000057
141,3.1599999999999966,5.939999999999998,3.1599999999999966,3.1599999999999966
142,3.980000000000004,6.109999999999999,1.1400000000000006,3.980000000000004
143,-1.2700000000000102,0.0,-2.8299999999999983,-2.8299999999999983
145,-1.1800000000000068,-0.28000000000000114,-1.1800000000000068,-1.1800000000000068
146,1.4699999999999989,1.480000000000004,1.4699999999999989,-0.37000000000000455
147,-0.6700000000000017,-0.6700000000000017,-3.3599999999999994,-3.3599999999999994
148,0.980000000000004,-1.4200000000000017,0.0,0.0
149,4.840000000000003,-0.8400000000000034,0.5799999999999983,0.5799999999999983
150,-2.739999999999995,0.0,0.0,0.0
151,3.3499999999999943,2.6799999999999926,2.6799999999999926,8.049999999999997
152,-1.3700000000000045,3.430000000000007,-2.739999999999995,-2.739999999999995
153,4.030000000000001,4.030000000000001,4.030000000000001,4.030000000000001
154,5.480000000000004,10.960000000000008,7.540000000000006,4.799999999999997
155,4.109999999999999,-2.049999999999997,3.430000000000007,8.219999999999999
156,-2.010000000000005,-9.39,1.3400000000000034,-2.010000000000005
157,-5.3700000000000045,0.0,-8.050000000000011,-5.3700000000000045
158,-0.6700000000000017,0.0,-0.6700000000000017,-1.3400000000000034
159,-1.4100000000000108,-1.2700000000000102,0.0,-2.8299999999999983
160,2.6700000000000017,0.1599999999999966,2.6700000000000017,5.510000000000005
161,-0.4399999999999977,1.6800000000000068,1.6800000000000068,1.6800000000000068
162,-2.1299999999999955,2.1200000000000045,-3.549999999999997,-2.1299999999999955
163,2.9200000000000017,1.0,1.9399999999999977,1.9399999999999977
164,3.3499999999999943,-2.0200000000000102,3.3499999999999943,5.36999999999999
165,0.6700000000000017,0.6700000000000017,4.030000000000001,0.6700000000000017
166,1.3700000000000045,3.4200000000000017,1.3700000000000045,-1.3699999999999903
167,4.740000000000009,4.019999999999996,4.490000000000009,4.490000000000009
168,1.3499999999999943,-2.010000000000005,1.3499999999999943,-0.6700000000000017
169,-4.959999999999994,-4.769999999999996,-4.959999999999994,-4.959999999999994
170,4.109999999999999,2.739999999999995,4.109999999999999,0.6899999999999977
171,-7.530000000000001,-4.790000000000006,-3.4200000000000017,-3.4200000000000017
172,2.5,-3.269999999999996,1.4100000000000108,1.4100000000000108
173,-4.460000000000008,0.0,0.9099999999999966,0.9099999999999966
174,-1.8000000000000114,-5.440000000000012,-1.1200000000000045,-2.469999999999999
175,6.090000000000003,0.36999999999999034,5.200000000000003,6.090000000000003
176,-7.3799999999999955,-6.709999999999994,-1.3400000000000034,-6.709999999999994
177,-3.9599999999999937,-4.959999999999994,-2.1299999999999955,-6.3799999999999955
178,0.7000000000000028,1.5700000000000074,0.7000000000000028,0.7000000000000028
179,5.540000000000006,3.1400000000000006,7.400000000000006,4.560000000000002
180,-4.790000000000006,-4.790000000000006,-2.049999999999997,-2.049999999999997
181,1.2000000000000028,0.39000000000000057,0.39000000000000057,-3.8599999999999994
182,-3.9599999999999937,-1.8199999999999932,-4.859999999999999,-4.859999999999999
183,-5.109999999999999,-2.3700000000000045,0.28999999999999204,-2.3700000000000045
184,-1.3900000000000006,3.469999999999999,-1.3900000000000006,-1.3900000000000006
185,0.6699999999999875,1.3399999999999892,0.6699999999999875,0.6699999999999875
186,-0.9299999999999926,-0.7099999999999937,-3.3699999999999903,-0.9299999999999926
187,4.699999999999989,6.039999999999992,4.699999999999989,4.699999999999989
188,2.6899999999999977,-2.680000000000007,2.6899999999999977,2.6899999999999977
189,-2.489999999999995,-6.11999999999999,-2.489999999999995,-2.489999999999995
190,-1.4200000000000017,1.0,-1.4200000000000017,0.0
191,-0.7000000000000028,-2.1099999999999994,-1.5600000000000023,-1.5600000000000023
192,-0.6899999999999977,-1.1099999999999994,-0.6899999999999977,-0.6899999999999977
193,-1.4000000000000057,-4.920000000000002,-0.9300000000000068,-0.9300000000000068
194,-1.6000000000000085,2.299999999999997,-1.6000000000000085,-1.6000000000000085
195,0.480000000000004,1.9000000000000057,0.480000000000004,0.480000000000004
196,-0.09999999999999432,1.8100000000000023,2.030000000000001,2.030000000000001
197,0.7000000000000028,0.710000000000008,0.7000000000000028,-0.7199999999999989
198,-3.3500000000000085,-7.6200000000000045,-12.080000000000013,-6.710000000000008
199,2.6899999999999977,2.6899999999999977,2.6899999999999977,1.3400000000000034
200,6.040000000000006,-2.009999999999991,3.3599999999999994,6.040000000000006
201,-2.009999999999991,-3.3599999999999994,-0.6700000000000017,-0.6700000000000017
202,4.029999999999987,8.72999999999999,2.6899999999999977,4.029999999999987
203,6.029999999999987,2.4799999999999898,7.439999999999998,7.439999999999998
204,-1.3699999999999903,0.7000000000000028,0.0,0.0
205,-2.1300000000000097,0.0,-4.25,-4.25
206,0.9599999999999937,2.289999999999992,0.7099999999999937,0.7099999999999937
207,0.6699999999999875,-3.3500000000000085,-1.3400000000000034,-1.3400000000000034
208,-2.4499999999999886,-3.799999999999997,-2.4499999999999886,0.9000000000000057
209,-1.3400000000000034,1.3400000000000034,0.6700000000000017,-1.3400000000000034
210,3.3599999999999994,3.769999999999996,3.3599999999999994,3.3599999999999994
211,-3.3599999999999994,-6.039999999999992,-3.3599999999999994,-2.009999999999991
212,-0.5300000000000011,-5.039999999999992,-1.7800000000000011,-0.5300000000000011
213,-2.8299999999999983,-3.769999999999996,-2.8299999999999983,-1.4200000000000017
214,6.160000000000011,-1.3699999999999903,2.740000000000009,-1.3699999999999903
215,4.059999999999988,3.4200000000000017,1.3699999999999903,1.3699999999999903
216,-8.049999999999997,-6.040000000000006,-6.710000000000008,-6.710000000000008
217,2.7299999999999898,-1.0499999999999972,1.269999999999996,0.36999999999999034
218,4.109999999999999,4.109999999999999,4.109999999999999,2.740000000000009
219,1.3700000000000045,-2.739999999999995,1.3700000000000045,1.3700000000000045
220,1.3700000000000045,1.3700000000000045,-1.3699999999999903,0.0
221,4.700000000000003,2.0200000000000102,1.3500000000000085,4.700000000000003
223,0.980000000000004,-6.3799999999999955,0.0,0.0
224,5.030000000000001,0.10000000000000853,-1.3699999999999903,1.4300000000000068
225,2.269999999999996,3.1700000000000017,1.4200000000000017,-1.1400000000000006
226,4.25,5.230000000000004,1.4200000000000017,1.4200000000000017
227,-3.8500000000000085,-3.0400000000000063,-3.8500000000000085,-3.8500000000000085
228,3.5400000000000063,0.46000000000000796,3.5400000000000063,4.6299999999999955
229,0.0,-2.690000000000012,0.0,0.0
230,-2.4399999999999977,1.8200000000000074,-2.4399999999999977,-2.4399999999999977
231,-1.3399999999999892,5.3700000000000045,0.0,0.0
232,2.6799999999999926,1.769999999999996,2.6799999999999926,2.6799999999999926
233,2.019999999999996,3.3599999999999994,1.3499999999999943,3.3599999999999994
234,3.3999999999999915,-2.980000000000004,1.279999999999987,1.279999999999987
235,-7.3799999999999955,-5.3700000000000045,-7.3799999999999955,-7.3799999999999955
236,9.39,4.019999999999996,1.3399999999999892,1.3399999999999892
237,0.6799999999999926,-0.05000000000001137,-2.740000000000009,-2.740000000000009
238,8.730000000000004,5.3700000000000045,5.3700000000000045,5.3700000000000045
239,4.859999999999999,1.6499999999999915,2.769999999999996,2.769999999999996
240,2.780000000000001,1.3900000000000006,2.780000000000001,2.780000000000001
241,7.3799999999999955,-2.6899999999999977,2.6799999999999926,4.019999999999996
243,-0.20000000000000284,-2.2900000000000063,1.1899999999999977,1.1899999999999977
244,-0.519999999999996,-1.1899999999999977,1.3900000000000006,0.6899999999999977
245,1.3400000000000034,-4.700000000000003,-0.6700000000000017,-3.3599999999999994
246,0.9200000000000017,-3.450000000000003,-2.269999999999996,-2.269999999999996
247,1.3700000000000045,4.109999999999999,3.4200000000000017,3.4200000000000017
248,3.6199999999999903,0.47999999999998977,3.549999999999997,3.549999999999997
249,-2.3499999999999943,3.6500000000000057,0.480000000000004,0.480000000000004
250,-1.3400000000000034,4.700000000000003,1.3400000000000034,1.3400000000000034
251,1.3400000000000034,4.700000000000003,-1.3399999999999892,-1.3399999999999892
252,-2.740000000000009,0.0,-4.800000000000011,0.0
253,2.019999999999996,6.719999999999999,2.019999999999996,2.019999999999996
254,-1.3699999999999903,-1.8900000000000006,-1.3699999999999903,-1.3699999999999903
255,11.129999999999995,8.840000000000003,15.159999999999997,15.159999999999997
256,-0.6800000000000068,-4.790000000000006,-0.6800000000000068,-0.6800000000000068
257,0.6700000000000017,-0.7599999999999909,2.0799999999999983,0.6700000000000017
258,8.730000000000004,6.040000000000006,5.3700000000000045,2.6899999999999977
259,2.680000000000007,6.040000000000006,0.0,0.0
260,-2.010000000000005,-2.010000000000005,-2.010000000000005,-2.010000000000005
261,-2.0799999999999983,-0.6899999999999977,-4.159999999999997,-4.159999999999997
262,2.760000000000005,0.5700000000000074,0.39000000000000057,0.39000000000000057
263,3.4299999999999926,2.739999999999995,4.109999999999999,4.109999999999999
264,1.1800000000000068,0.7199999999999989,0.0,2.180000000000007
266,2.019999999999996,0.0,-2.009999999999991,2.019999999999996
267,0.6700000000000017,-1.3400000000000034,0.6700000000000017,0.6700000000000017
268,-4.790000000000006,-7.530000000000001,-2.6899999999999977,-2.049999999999997
269,-1.3700000000000045,2.049999999999997,-1.3700000000000045,-1.3700000000000045
270,1.9300000000000068,4.930000000000007,2.8100000000000023,1.9300000000000068
271,3.3599999999999994,4.030000000000001,-2.009999999999991,-2.009999999999991
272,-4.760000000000005,-5.390000000000001,-5.450000000000003,-5.450000000000003
273,-2.269999999999996,-1.559999999999988,-2.269999999999996,-0.14000000000000057
274,-1.7299999999999898,-0.3100000000000023,-1.7299999999999898,-1.7299999999999898
275,0.6700000000000017,-6.039999999999992,0.6700000000000017,-0.6700000000000017
276,-1.8799999999999955,1.4100000000000108,0.9000000000000057,-1.8799999999999955
277,1.0,-2.8400000000000034,0.0,0.0
278,1.3400000000000034,3.3500000000000085,6.710000000000008,0.0
279,4.969999999999999,0.0,-1.4200000000000017,2.8400000000000034
280,-1.0,2.9199999999999875,-1.0,-1.0
281,-0.6800000000000068,0.0,3.3499999999999943,-2.0200000000000102
282,3.549999999999997,1.1899999999999977,3.549999999999997,3.549999999999997
283,-1.1199999999999903,-4.959999999999994,-2.1199999999999903,-3.539999999999992
284,1.1800000000000068,3.75,1.1800000000000068,1.1800000000000068
285,-1.3400000000000034,-4.030000000000001,-1.3400000000000034,-1.3400000000000034
286,4.4199999999999875,1.9199999999999875,4.4199999999999875,3.3299999999999983
287,4.689999999999998,-0.6700000000000017,2.680000000000007,4.689999999999998
288,1.3499999999999943,3.3599999999999994,0.0,0.0
289,2.049999999999997,4.790000000000006,-1.3700000000000045,-1.3700000000000045
290,2.6899999999999977,-0.6700000000000017,-0.6700000000000017,-0.6700000000000017
291,3.8100000000000023,0.3199999999999932,2.8299999999999983,2.8299999999999983
292,3.3500000000000085,2.680000000000007,2.680000000000007,2.680000000000007
293,2.6899999999999977,1.3500000000000085,2.6899999999999977,2.6899999999999977
294,2.010000000000005,2.010000000000005,1.3400000000000034,1.3400000000000034
295,3.539999999999992,-4.969999999999999,-1.4200000000000017,1.4199999999999875
296,-0.6899999999999977,-2.569999999999993,-0.6899999999999977,-0.6899999999999977
297,-1.3400000000000034,-4.02000000000001,0.6699999999999875,0.6699999999999875
298,2.0200000000000102,-1.3399999999999892,0.6700000000000017,2.0200000000000102
299,-2.1199999999999903,-3.739999999999995,-5.789999999999992,-3.049999999999997
300,-0.9599999999999937,-0.9599999999999937,-3.6999999999999886,-0.9599999999999937
301,-2.4000000000000057,-2.9200000000000017,-0.980000000000004,-0.980000000000004
302,4.259999999999991,1.4200000000000017,4.259999999999991,4.259999999999991
303,0.25,1.1199999999999903,0.25,0.25
304,1.3399999999999892,-1.3500000000000085,1.3399999999999892,-1.3500000000000085
305,3.4299999999999926,-0.6800000000000068,0.0,0.0
306,0.8400000000000034,-5.280000000000001,1.1000000000000085,1.1000000000000085
307,-0.8299999999999983,0.28000000000000114,-1.5100000000000051,-1.5100000000000051
308,-0.6700000000000017,-1.3399999999999892,-2.009999999999991,-0.6700000000000017
309,5.670000000000002,5.670000000000002,2.990000000000009,5.670000000000002
310,-1.3700000000000045,-1.3599999999999994,-1.3700000000000045,-1.3700000000000045
311,2.8299999999999983,1.1899999999999977,2.8299999999999983,2.8299999999999983
312,-4.02000000000001,-4.02000000000001,-4.02000000000001,-6.710000000000008
313,-2.6699999999999875,-4.1699999999999875,0.0,0.0
314,0.0,1.5100000000000051,0.0,1.3700000000000045
315,1.3399999999999892,3.3499999999999943,0.0,3.3499999999999943
316,10.069999999999993,9.399999999999991,5.36999999999999,7.3799999999999955
317,-1.019999999999996,0.0,-2.4399999999999977,-3.8599999999999994
318,0.269999999999996,4.25,2.1199999999999903,-0.710000000000008
319,-0.4399999999999977,-3.1299999999999955,-3.799999999999997,-3.799999999999997
320,4.019999999999996,2.010000000000005,0.0,-2.6899999999999977
321,-1.4200000000000017,-1.9000000000000057,-2.5799999999999983,-0.4399999999999977
322,4.859999999999999,5.780000000000001,2.030000000000001,2.030000000000001
323,4.700000000000003,2.6899999999999977,2.019999999999996,2.019999999999996
324,-2.010000000000005,0.0,2.019999999999996,-2.010000000000005
326,-3.9199999999999875,-3.7299999999999898,-3.9199999999999875,-1.0899999999999892
327,0.6700000000000017,-2.010000000000005,-2.010000000000005,-2.010000000000005
328,5.480000000000004,8.120000000000005,5.480000000000004,5.480000000000004
329,0.23999999999999488,4.560000000000002,-1.1800000000000068,0.23999999999999488
330,4.030000000000001,-3.3500000000000085,-0.6700000000000017,-0.6700000000000017
331,-4.699999999999989,-2.6799999999999926,-3.3499999999999943,-3.3499999999999943
332,-4.02000000000001,0.0,-1.3400000000000034,-1.3400000000000034
333,-1.3400000000000034,-8.050000000000011,-1.3400000000000034,-1.3400000000000034
334,2.1400000000000006,-1.4200000000000017,-1.4200000000000017,1.4200000000000017
335,-0.6299999999999955,2.8599999999999994,-3.3700000000000045,-0.6299999999999955
336,-0.45000000000000284,-0.45000000000000284,-1.8200000000000074,-3.1899999999999977
337,2.739999999999995,0.0,1.3700000000000045,2.739999999999995
338,-0.6700000000000017,-1.3400000000000034,-0.6700000000000017,-0.6700000000000017
339,1.1000000000000085,2.1899999999999977,1.1000000000000085,-1.7299999999999898
340,0.46000000000000796,-2.0900000000000034,0.46000000000000796,0.46000000000000796
341,-2.4399999999999977,-0.3499999999999943,-4.560000000000002,-2.4399999999999977
342,0.0,-2.8400000000000034,0.0,0.0
343,0.0,-5.36999999999999,0.0,-3.3599999999999994
344,-0.6700000000000017,2.680000000000007,1.3400000000000034,1.3400000000000034
345,2.049999999999997,4.790000000000006,-2.739999999999995,1.3700000000000045
346,-4.699999999999989,2.680000000000007,-2.019999999999996,-2.019999999999996
347,7.390000000000001,0.9099999999999966,1.3700000000000045,1.3700000000000045
348,1.4599999999999937,3.6500000000000057,0.37000000000000455,0.37000000000000455
349,0.46000000000000796,0.21000000000000796,-1.6700000000000017,-1.6700000000000017
350,0.0,8.219999999999999,0.0,4.799999999999997
351,1.3900000000000006,2.2900000000000063,-1.3799999999999955,-2.769999999999996
353,2.6899999999999977,-2.6799999999999926,2.6899999999999977,2.6899999999999977
354,-1.1299999999999955,-4.47999999999999,0.8800000000000097,-3.1400000000000006
355,2.489999999999995,-0.29000000000000625,2.489999999999995,2.489999999999995
356,1.3699999999999903,2.739999999999995,4.109999999999999,4.109999999999999
357,0.0,-2.6899999999999977,0.6700000000000017,2.680000000000007
358,-1.3400000000000034,-2.6799999999999926,0.6700000000000017,0.6700000000000017
359,2.780000000000001,2.549999999999997,2.780000000000001,2.780000000000001
360,-2.680000000000007,0.0,1.3400000000000034,0.0
361,-0.6700000000000017,-1.3400000000000034,-3.3599999999999994,1.3400000000000034
362,4.480000000000004,-1.3400000000000034,1.3500000000000085,0.0
363,3.3599999999999994,-6.039999999999992,-3.3599999999999994,-1.3400000000000034
364,2.489999999999995,-3.0700000000000074,4.569999999999993,-1.6800000000000068
365,-1.460000000000008,2.9199999999999875,-1.0,-1.0
366,-2.680000000000007,-6.709999999999994,0.0,5.3700000000000045
367,-2.1299999999999955,1.7700000000000102,-2.1299999999999955,-2.1299999999999955
368,4.790000000000006,-0.5600000000000023,1.3700000000000045,1.3700000000000045
369,0.9300000000000068,4.460000000000008,-2.739999999999995,0.0
370,2.3200000000000074,7.690000000000012,2.3200000000000074,2.3200000000000074
371,1.3500000000000085,2.8599999999999994,4.700000000000003,1.3500000000000085
372,0.6700000000000017,-2.009999999999991,3.3599999999999994,3.3599999999999994
373,0.37000000000000455,-0.9000000000000057,0.37000000000000455,-2.4599999999999937
375,-2.519999999999996,-8.030000000000001,-2.519999999999996,-2.519999999999996
376,6.040000000000006,2.680000000000007,3.3500000000000085,6.040000000000006
377,-4.030000000000001,-0.6800000000000068,-2.6899999999999977,-2.6899999999999977
378,-3.3599999999999994,-2.1899999999999977,-0.5300000000000011,0.5400000000000063
379,0.8199999999999932,0.7099999999999937,3.549999999999997,6.390000000000001
380,-4.719999999999999,-5.549999999999997,-4.159999999999997,-2.0799999999999983
381,2.4099999999999966,1.8799999999999955,2.4099999999999966,2.4099999999999966
382,0.6499999999999915,-2.9000000000000057,-2.1899999999999977,-1.480000000000004
383,-0.6899999999999977,-7.640000000000001,-0.6899999999999977,-0.6899999999999977
384,-1.8599999999999994,-2.8400000000000034,-2.8400000000000034,-2.8400000000000034
385,2.6899999999999977,4.699999999999989,6.039999999999992,6.039999999999992
386,-0.01999999999999602,0.23000000000000398,1.1899999999999977,-0.23000000000000398
387,0.44999999999998863,2.279999999999987,-0.710000000000008,0.44999999999998863
