model_key,model_label,person_index,action_verb_count,bullet_count,char_count,explanation_connector_count,line_count,medical_disclaimer_present,numeric_evidence_count,required_heading_count,required_heading_coverage,word_count
student_qwen_from_both,Student: 0.5B from Both,115,5,4,3021,1,23,1,14,5,1.0,446
student_qwen_from_both,Student: 0.5B from Both,116,9,4,2731,2,22,1,18,5,1.0,395
student_qwen_from_both,Student: 0.5B from Both,117,8,4,2494,2,22,1,17,5,1.0,361
student_qwen_from_both,Student: 0.5B from Both,118,9,4,2638,1,22,1,8,5,1.0,383
student_qwen_from_both,Student: 0.5B from Both,119,12,15,2544,1,28,1,17,5,1.0,373
student_qwen_from_both,Student: 0.5B from Both,120,7,5,2788,1,23,1,16,5,1.0,398
student_qwen_from_both,Student: 0.5B from Both,121,8,4,2536,1,22,1,19,5,1.0,374
student_qwen_from_both,Student: 0.5B from Both,122,7,10,2631,3,29,1,26,5,1.0,390
student_qwen_from_both,Student: 0.5B from Both,123,9,10,3330,1,28,1,14,5,1.0,482
student_qwen_from_both,Student: 0.5B from Both,124,10,4,2772,2,22,1,12,5,1.0,415
student_qwen_from_both,Student: 0.5B from Both,125,7,3,2532,2,21,1,12,5,1.0,366
student_qwen_from_both,Student: 0.5B from Both,126,9,4,2947,3,22,1,14,5,1.0,426
student_qwen_from_both,Student: 0.5B from Both,127,6,5,2505,1,23,1,18,5,1.0,366
student_qwen_from_both,Student: 0.5B from Both,128,7,3,2645,1,21,1,19,5,1.0,389
student_qwen_from_both,Student: 0.5B from Both,129,11,7,2751,4,25,1,9,5,1.0,397
student_qwen_from_both,Student: 0.5B from Both,130,8,5,2788,3,23,1,17,5,1.0,403
student_qwen_from_both,Student: 0.5B from Both,131,10,5,3045,2,24,1,19,5,1.0,437
student_qwen_from_both,Student: 0.5B from Both,132,10,2,2471,2,20,1,5,5,1.0,363
student_qwen_from_both,Student: 0.5B from Both,133,6,8,3063,2,26,1,14,5,1.0,440
student_qwen_from_both,Student: 0.5B from Both,134,11,8,2877,1,26,1,11,5,1.0,423
student_qwen_from_both,Student: 0.5B from Both,135,12,6,2437,3,24,1,8,5,1.0,349
student_qwen_from_both,Student: 0.5B from Both,136,8,10,2749,2,28,1,16,5,1.0,401
student_qwen_from_both,Student: 0.5B from Both,137,10,4,2624,2,22,1,10,5,1.0,388
student_qwen_from_both,Student: 0.5B from Both,138,13,4,2991,1,22,1,9,5,1.0,436
student_qwen_from_both,Student: 0.5B from Both,139,8,5,2691,2,23,1,18,5,1.0,393
student_qwen_from_both,Student: 0.5B from Both,140,13,3,2905,1,21,1,17,5,1.0,435
student_qwen_from_both,Student: 0.5B from Both,141,8,4,2715,3,22,1,19,5,1.0,399
student_qwen_from_both,Student: 0.5B from Both,142,10,4,2739,3,22,1,18,5,1.0,407
student_qwen_from_both,Student: 0.5B from Both,143,12,5,2811,3,23,1,9,5,1.0,412
student_qwen_from_both,Student: 0.5B from Both,145,8,5,2606,3,23,1,7,5,1.0,379
student_qwen_from_both,Student: 0.5B from Both,146,15,3,2891,3,21,1,8,5,1.0,428
student_qwen_from_both,Student: 0.5B from Both,147,9,4,2489,1,22,1,9,5,1.0,378
student_qwen_from_both,Student: 0.5B from Both,148,13,4,2869,2,22,1,15,5,1.0,414
student_qwen_from_both,Student: 0.5B from Both,149,9,3,2691,1,21,1,8,5,1.0,401
student_qwen_from_both,Student: 0.5B from Both,150,10,5,2725,2,23,1,9,5,1.0,395
student_qwen_from_both,Student: 0.5B from Both,151,11,5,2887,2,23,1,14,5,1.0,423
student_qwen_from_both,Student: 0.5B from Both,152,9,3,2532,2,21,1,17,5,1.0,368
student_qwen_from_both,Student: 0.5B from Both,153,11,5,2610,1,23,1,21,5,1.0,392
student_qwen_from_both,Student: 0.5B from Both,154,8,5,2586,3,23,1,12,5,1.0,375
student_qwen_from_both,Student: 0.5B from Both,155,13,15,2665,1,28,1,16,5,1.0,387
student_qwen_from_both,Student: 0.5B from Both,156,10,3,2672,3,21,1,17,5,1.0,392
student_qwen_from_both,Student: 0.5B from Both,157,8,5,2622,2,23,1,20,5,1.0,392
student_qwen_from_both,Student: 0.5B from Both,158,11,5,2719,3,23,1,11,5,1.0,395
student_qwen_from_both,Student: 0.5B from Both,159,8,4,2709,3,22,1,18,5,1.0,395
student_qwen_from_both,Student: 0.5B from Both,160,10,4,2682,2,22,1,11,5,1.0,409
student_qwen_from_both,Student: 0.5B from Both,161,10,3,3045,3,21,1,18,5,1.0,448
student_qwen_from_both,Student: 0.5B from Both,162,9,5,3037,4,23,1,14,5,1.0,447
student_qwen_from_both,Student: 0.5B from Both,163,8,4,2780,2,22,1,17,5,1.0,402
student_qwen_from_both,Student: 0.5B from Both,164,8,4,2452,1,22,1,13,5,1.0,362
student_qwen_from_both,Student: 0.5B from Both,165,9,4,2622,1,22,1,13,5,1.0,383
student_qwen_from_both,Student: 0.5B from Both,166,7,10,3317,3,28,1,22,5,1.0,484
student_qwen_from_both,Student: 0.5B from Both,167,9,4,2408,1,22,1,18,5,1.0,358
student_qwen_from_both,Student: 0.5B from Both,168,8,5,2625,2,23,1,22,5,1.0,390
student_qwen_from_both,Student: 0.5B from Both,169,12,6,2926,2,24,1,14,5,1.0,413
student_qwen_from_both,Student: 0.5B from Both,170,10,6,2859,1,24,1,12,5,1.0,418
student_qwen_from_both,Student: 0.5B from Both,171,9,5,2683,3,23,1,19,5,1.0,390
student_qwen_from_both,Student: 0.5B from Both,172,8,5,2526,2,23,1,9,5,1.0,361
student_qwen_from_both,Student: 0.5B from Both,173,11,4,2855,3,22,1,11,5,1.0,428
student_qwen_from_both,Student: 0.5B from Both,174,7,10,2870,1,28,1,17,5,1.0,422
student_qwen_from_both,Student: 0.5B from Both,175,9,3,2861,5,21,1,14,5,1.0,423
student_qwen_from_both,Student: 0.5B from Both,176,11,6,2854,2,24,1,9,5,1.0,416
student_qwen_from_both,Student: 0.5B from Both,177,3,3,2460,1,21,1,15,5,1.0,356
student_qwen_from_both,Student: 0.5B from Both,178,12,3,2728,1,21,1,8,5,1.0,403
student_qwen_from_both,Student: 0.5B from Both,179,9,4,2776,4,22,1,12,5,1.0,398
student_qwen_from_both,Student: 0.5B from Both,180,8,5,3128,2,23,1,20,5,1.0,463
student_qwen_from_both,Student: 0.5B from Both,181,7,12,2801,2,30,1,12,5,1.0,397
student_qwen_from_both,Student: 0.5B from Both,182,6,4,3242,3,22,1,21,5,1.0,472
student_qwen_from_both,Student: 0.5B from Both,183,7,7,2796,2,25,1,13,5,1.0,397
student_qwen_from_both,Student: 0.5B from Both,184,10,4,2861,1,22,1,17,5,1.0,412
student_qwen_from_both,Student: 0.5B from Both,185,8,4,2992,3,22,1,17,5,1.0,434
student_qwen_from_both,Student: 0.5B from Both,186,9,4,2474,1,22,1,14,5,1.0,363
student_qwen_from_both,Student: 0.5B from Both,187,6,5,2855,2,23,1,11,5,1.0,414
student_qwen_from_both,Student: 0.5B from Both,188,8,4,2904,3,22,1,20,5,1.0,427
student_qwen_from_both,Student: 0.5B from Both,189,8,5,2611,3,23,1,20,5,1.0,387
student_qwen_from_both,Student: 0.5B from Both,190,7,5,2883,2,23,1,8,5,1.0,419
student_qwen_from_both,Student: 0.5B from Both,191,8,4,2540,3,22,1,12,5,1.0,369
student_qwen_from_both,Student: 0.5B from Both,192,12,5,2778,3,23,1,15,5,1.0,402
student_qwen_from_both,Student: 0.5B from Both,193,11,4,2510,1,23,1,9,5,1.0,368
student_qwen_from_both,Student: 0.5B from Both,194,12,4,2732,1,22,1,17,5,1.0,403
student_qwen_from_both,Student: 0.5B from Both,195,10,6,2603,2,24,1,8,5,1.0,371
student_qwen_from_both,Student: 0.5B from Both,196,6,2,2419,1,20,1,12,5,1.0,359
student_qwen_from_both,Student: 0.5B from Both,197,13,10,3104,2,29,1,18,5,1.0,448
student_qwen_from_both,Student: 0.5B from Both,198,9,5,2604,2,23,1,20,5,1.0,382
student_qwen_from_both,Student: 0.5B from Both,199,8,9,2692,2,27,1,24,5,1.0,398
student_qwen_from_both,Student: 0.5B from Both,200,6,6,2850,2,24,1,15,5,1.0,419
student_qwen_from_both,Student: 0.5B from Both,201,7,5,2757,3,23,1,14,5,1.0,415
student_qwen_from_both,Student: 0.5B from Both,202,9,4,2749,4,22,1,20,5,1.0,407
student_qwen_from_both,Student: 0.5B from Both,203,12,4,2677,2,23,1,10,5,1.0,399
student_qwen_from_both,Student: 0.5B from Both,204,10,4,2750,3,22,1,17,5,1.0,407
student_qwen_from_both,Student: 0.5B from Both,205,9,6,2573,1,24,1,15,5,1.0,369
student_qwen_from_both,Student: 0.5B from Both,206,9,3,2188,1,21,1,17,5,1.0,325
student_qwen_from_both,Student: 0.5B from Both,207,10,4,2669,2,22,1,11,5,1.0,407
student_qwen_from_both,Student: 0.5B from Both,208,9,5,3108,2,24,1,12,5,1.0,450
student_qwen_from_both,Student: 0.5B from Both,209,8,3,2456,1,21,1,17,5,1.0,361
student_qwen_from_both,Student: 0.5B from Both,210,11,4,2697,1,23,1,14,5,1.0,384
student_qwen_from_both,Student: 0.5B from Both,211,8,5,2970,2,23,1,13,5,1.0,424
student_qwen_from_both,Student: 0.5B from Both,212,12,6,2777,2,24,1,12,5,1.0,394
student_qwen_from_both,Student: 0.5B from Both,213,12,4,2704,1,22,1,17,5,1.0,391
student_qwen_from_both,Student: 0.5B from Both,214,9,8,2555,2,27,1,16,5,1.0,366
student_qwen_from_both,Student: 0.5B from Both,215,8,5,2661,2,23,1,14,5,1.0,394
student_qwen_from_both,Student: 0.5B from Both,216,12,4,2903,2,22,1,18,5,1.0,422
student_qwen_from_both,Student: 0.5B from Both,217,9,4,2976,3,22,1,7,5,1.0,417
student_qwen_from_both,Student: 0.5B from Both,218,8,8,2700,5,26,1,18,5,1.0,391
student_qwen_from_both,Student: 0.5B from Both,219,9,4,2808,2,22,1,14,5,1.0,400
student_qwen_from_both,Student: 0.5B from Both,220,7,10,2565,3,29,1,20,5,1.0,375
student_qwen_from_both,Student: 0.5B from Both,221,9,12,2912,4,30,1,12,5,1.0,412
student_qwen_from_both,Student: 0.5B from Both,223,8,4,2644,2,22,1,10,5,1.0,386
student_qwen_from_both,Student: 0.5B from Both,224,5,3,2490,3,21,1,6,5,1.0,361
student_qwen_from_both,Student: 0.5B from Both,225,7,4,2680,1,22,1,10,5,1.0,399
student_qwen_from_both,Student: 0.5B from Both,226,10,4,2721,3,22,1,8,5,1.0,392
student_qwen_from_both,Student: 0.5B from Both,227,8,5,2588,3,23,1,16,5,1.0,376
student_qwen_from_both,Student: 0.5B from Both,228,12,4,2816,2,22,1,16,5,1.0,418
student_qwen_from_both,Student: 0.5B from Both,229,11,5,2715,2,23,1,13,5,1.0,383
student_qwen_from_both,Student: 0.5B from Both,230,8,4,2858,4,22,1,17,5,1.0,417
student_qwen_from_both,Student: 0.5B from Both,231,7,3,2976,2,22,1,10,5,1.0,424
student_qwen_from_both,Student: 0.5B from Both,232,9,6,2840,2,24,1,18,5,1.0,411
student_qwen_from_both,Student: 0.5B from Both,233,8,4,2478,1,23,1,13,5,1.0,366
student_qwen_from_both,Student: 0.5B from Both,234,8,4,2848,1,22,1,17,5,1.0,417
student_qwen_from_both,Student: 0.5B from Both,235,10,5,2723,3,23,1,11,5,1.0,399
student_qwen_from_both,Student: 0.5B from Both,236,12,4,2841,1,22,1,20,5,1.0,414
student_qwen_from_both,Student: 0.5B from Both,237,12,3,2828,3,21,1,17,5,1.0,410
student_qwen_from_both,Student: 0.5B from Both,238,8,5,2929,2,23,1,20,5,1.0,427
student_qwen_from_both,Student: 0.5B from Both,239,11,10,2972,2,28,1,14,5,1.0,431
student_qwen_from_both,Student: 0.5B from Both,240,11,4,2720,2,22,1,9,5,1.0,394
student_qwen_from_both,Student: 0.5B from Both,241,10,4,2815,2,22,1,13,5,1.0,406
student_qwen_from_both,Student: 0.5B from Both,243,7,15,3608,2,33,1,15,5,1.0,511
student_qwen_from_both,Student: 0.5B from Both,244,10,7,2683,2,25,1,10,5,1.0,391
student_qwen_from_both,Student: 0.5B from Both,245,7,8,2607,2,26,1,10,5,1.0,376
student_qwen_from_both,Student: 0.5B from Both,246,12,4,2949,3,22,1,11,5,1.0,430
student_qwen_from_both,Student: 0.5B from Both,247,12,4,2628,3,22,1,11,5,1.0,380
student_qwen_from_both,Student: 0.5B from Both,248,7,5,2359,1,23,1,20,5,1.0,343
student_qwen_from_both,Student: 0.5B from Both,249,9,3,2556,1,21,1,15,5,1.0,369
student_qwen_from_both,Student: 0.5B from Both,250,11,7,2871,2,25,1,14,5,1.0,418
student_qwen_from_both,Student: 0.5B from Both,251,11,6,3045,3,24,1,12,5,1.0,441
student_qwen_from_both,Student: 0.5B from Both,252,8,5,3174,1,23,1,21,5,1.0,475
student_qwen_from_both,Student: 0.5B from Both,253,9,6,2615,2,24,1,13,5,1.0,377
student_qwen_from_both,Student: 0.5B from Both,254,8,4,2913,2,22,1,13,5,1.0,420
student_qwen_from_both,Student: 0.5B from Both,255,8,4,2707,1,22,1,15,5,1.0,395
student_qwen_from_both,Student: 0.5B from Both,256,11,4,2687,3,22,1,11,5,1.0,396
student_qwen_from_both,Student: 0.5B from Both,257,11,6,2722,3,24,1,15,5,1.0,388
student_qwen_from_both,Student: 0.5B from Both,258,9,4,2503,1,22,1,13,5,1.0,367
student_qwen_from_both,Student: 0.5B from Both,259,10,5,2898,2,23,1,15,5,1.0,411
student_qwen_from_both,Student: 0.5B from Both,260,8,5,2585,2,23,1,23,5,1.0,384
student_qwen_from_both,Student: 0.5B from Both,261,7,5,3046,1,23,1,13,5,1.0,441
student_qwen_from_both,Student: 0.5B from Both,262,11,4,2779,3,22,1,12,5,1.0,409
student_qwen_from_both,Student: 0.5B from Both,263,13,4,2886,1,22,1,14,5,1.0,433
student_qwen_from_both,Student: 0.5B from Both,264,8,4,2629,3,22,1,8,5,1.0,377
student_qwen_from_both,Student: 0.5B from Both,266,7,4,2487,3,22,1,11,5,1.0,363
student_qwen_from_both,Student: 0.5B from Both,267,10,7,2908,3,25,1,13,5,1.0,439
student_qwen_from_both,Student: 0.5B from Both,268,8,5,2508,3,23,1,11,5,1.0,355
student_qwen_from_both,Student: 0.5B from Both,269,10,4,2844,3,22,1,19,5,1.0,420
student_qwen_from_both,Student: 0.5B from Both,270,8,4,2900,3,22,1,9,5,1.0,420
student_qwen_from_both,Student: 0.5B from Both,271,9,5,2885,2,23,1,8,5,1.0,424
student_qwen_from_both,Student: 0.5B from Both,272,9,4,2753,3,22,1,8,5,1.0,401
student_qwen_from_both,Student: 0.5B from Both,273,8,4,2484,1,22,1,8,5,1.0,358
student_qwen_from_both,Student: 0.5B from Both,274,9,5,2816,3,23,1,17,5,1.0,407
student_qwen_from_both,Student: 0.5B from Both,275,8,10,2587,3,29,1,23,5,1.0,384
student_qwen_from_both,Student: 0.5B from Both,276,8,6,2557,2,24,1,12,5,1.0,367
student_qwen_from_both,Student: 0.5B from Both,277,6,4,2748,2,22,1,8,5,1.0,402
student_qwen_from_both,Student: 0.5B from Both,278,9,8,2531,1,27,1,16,5,1.0,376
student_qwen_from_both,Student: 0.5B from Both,279,10,5,2715,2,23,1,17,5,1.0,399
student_qwen_from_both,Student: 0.5B from Both,280,9,5,2647,2,23,1,9,5,1.0,378
student_qwen_from_both,Student: 0.5B from Both,281,9,5,2833,3,23,1,8,5,1.0,417
student_qwen_from_both,Student: 0.5B from Both,282,11,4,2471,1,23,1,13,5,1.0,369
student_qwen_from_both,Student: 0.5B from Both,283,6,8,3273,3,26,1,24,5,1.0,479
student_qwen_from_both,Student: 0.5B from Both,284,10,4,2639,2,22,1,17,5,1.0,380
student_qwen_from_both,Student: 0.5B from Both,285,6,4,2894,3,22,1,20,5,1.0,421
student_qwen_from_both,Student: 0.5B from Both,286,8,4,2550,1,22,1,19,5,1.0,380
student_qwen_from_both,Student: 0.5B from Both,287,5,3,2652,3,21,1,7,5,1.0,378
student_qwen_from_both,Student: 0.5B from Both,288,6,8,2619,3,27,1,24,5,1.0,389
student_qwen_from_both,Student: 0.5B from Both,289,8,4,2789,3,22,1,16,5,1.0,406
student_qwen_from_both,Student: 0.5B from Both,290,7,4,2578,1,22,1,17,5,1.0,375
student_qwen_from_both,Student: 0.5B from Both,291,8,5,3067,3,23,1,10,5,1.0,441
student_qwen_from_both,Student: 0.5B from Both,292,11,5,2832,1,23,1,14,5,1.0,408
student_qwen_from_both,Student: 0.5B from Both,293,8,6,2989,2,24,1,12,5,1.0,430
student_qwen_from_both,Student: 0.5B from Both,294,8,5,2645,2,23,1,18,5,1.0,390
student_qwen_from_both,Student: 0.5B from Both,295,12,3,2963,3,21,1,17,5,1.0,436
student_qwen_from_both,Student: 0.5B from Both,296,9,5,2702,2,23,1,18,5,1.0,394
student_qwen_from_both,Student: 0.5B from Both,297,8,4,2502,1,22,1,10,5,1.0,364
student_qwen_from_both,Student: 0.5B from Both,298,13,2,2788,2,20,1,9,5,1.0,407
student_qwen_from_both,Student: 0.5B from Both,299,10,5,2632,2,23,1,17,5,1.0,391
